9.752517	9.845222
8.765504	8.294028
8.890009	7.898822
9.013141	7.712943
7.326273	6.054018
5.760385	4.846904
5.600732	4.396467
4.737299	3.795382
5.165679	4.060526
5.206401	4.286259
	5.065905		4.431646
	4.745011		4.318201
	4.399141		3.736632
	4.015393		3.282652
	3.841549		2.722041
	3.950919		2.832831
	4.140522		3.110633
	4.384482		3.382849
	4.282156		3.28194
	4.292453		3.344305
	4.256666		3.454214
	4.108416		4.001749
	3.971201		3.815675
	4.312218		3.922405
	4.159818		3.787327
	4.236849		3.912082
	4.127076		3.571143
	3.985201		3.256792
	4.071425		3.241584
	3.81573		3.210985
	3.708371		3.139202
	3.646367		3.211347
	3.752121		3.439489
	4.337265		3.958758
	5.172027		4.29829
	5.441163		4.364982
	5.383402		4.279693
	5.522621		4.57108
	5.143639		4.104732
	4.997983		3.848432
